Metrics,K,Train RMSE,Test RMSE,Train MAE,Test MAE,MEP,MER,MAP,MAR,AUC,nDCG,F1-score,EF1-score
MF,10,0.2652,0.6961,0.0415,2.0354,0.3522,0.0418,0.2482587129,0.0000,0.0000000000,0.0000000000,0.0000,0.0747
MF,15,0.2401,0.8412,0.1019,0.8586,0.3641,0.0432,0.2348435703,0.0000,0.0000000000,0.0000000000,0.0000,0.0772
