Metrics,K,Train RMSE,Test RMSE,Train MAE,Test MAE,MEP,MER,MAP,MAR,AUC,nDCG,F1-score,EF1-score
MF,10,0.0248,0.6434,0.0027,0.1028,0.4290,0.0480,0.2442728702,0.0000,0.0000000000,0.0000000000,0.0000,0.0864
MF,15,0.0154,0.7990,0.0029,0.1847,0.2913,0.0324,0.2678679262,0.0000,0.0000000000,0.0000000000,0.0000,0.0583
